1,1,1,Marco Peereboom,2019-01-16 20:00:39,https://github.com/decred/politeia/commit/268d6c8bbba90292b923188f6a82bcbe636d6ee1
2,1,1,orthomind,2019-01-14 03:33:29,https://github.com/decred/politeia/commit/793ab1b7b1e95f7d625b3e0daf4e3587fecd1d67
3,1,1,Everton Melo,2019-01-04 21:52:05,https://github.com/decred/politeia/commit/8cdcda2aef9d9d1ba3ccad9d7d4891e382444001
4,1,1,David Hill,2019-01-02 15:31:41,https://github.com/decred/politeia/commit/3b7271edd42beab70a2be4db19bd6e4abe0a6368
5,1,1,Thiago de Freitas Figueiredo,2018-12-31 12:17:44,https://github.com/decred/politeia/commit/a56b26227c08ec70eb78ee3879812a5b856c38c6
6,1,1,lukebp,2018-12-20 16:29:08,https://github.com/decred/politeia/commit/8624e18eb9e678a9a1642fb4f51fa425def6775a
7,1,1,lukebp,2018-12-20 16:28:44,https://github.com/decred/politeia/commit/5bfb21ffba6c5f06866f74cb0e48e129ede19dc6
8,1,1,David Hill,2018-12-18 16:34:26,https://github.com/decred/politeia/commit/2eeea9db91b6d69d5818ddf5cdb0253db48bd072
9,1,1,David Hill,2018-12-18 15:21:41,https://github.com/decred/politeia/commit/8afafff882cb0459e6c28abcbd885eedaf98d642
10,1,1,tpkeeper,2018-12-18 15:17:29,https://github.com/decred/politeia/commit/7347a032e7916adbd614d349596cc61fa2e69ce2
11,1,1,Seth Benton,2018-12-13 23:24:40,https://github.com/decred/politeia/commit/c6b0be997e878b288cc9636d34e970ff950b0be4
12,1,1,David Hill,2018-12-13 21:22:24,https://github.com/decred/politeia/commit/702966d99cbb4514fd6befe216941536e9ba37eb
13,1,1,Thiago de Freitas Figueiredo,2018-12-13 21:20:00,https://github.com/decred/politeia/commit/0ebf83bb701f3e8d5e48ab6f6de3e3f2d9feee5a
14,1,1,Fernando Abolafio,2018-12-10 15:40:38,https://github.com/decred/politeia/commit/f13e494415aa6553be9d965e5b05a1fbc8475284
15,1,1,Thiago de Freitas Figueiredo,2018-12-09 23:07:40,https://github.com/decred/politeia/commit/5b4b3d0bfba6bdb736e2e43ad2996ef8a191f38d
16,1,1,Dave Collins,2018-12-07 22:06:53,https://github.com/decred/politeia/commit/4bb033a75b45fe7453d89305228e6117c72bf1d4
